amount,log_amount,amount_zscore,amount_vs_user_avg,amount_vs_user_std,is_high_amount,is_very_high_amount,user_tx_count,user_tx_last_hour,user_tx_last_day,velocity_ratio,hour,day_of_week,is_weekend,is_night,is_business_hours,merchant_risk_score,is_high_risk_location,is_high_risk_category,is_new_merchant,amount_x_merchant_risk,amount_x_night,is_fraud,user_id,merchant,category,location
891.89,6.7945,1.6047,1.5935,-3.8276,0,0,71,6,8,0.7467,1,1,0,1,0,0.0812,0,0,1,0.1303,1.6047,0,USR-0181,Starbucks,retail,"Austin, US"
320.46,5.7729,0.1761,1.8146,-1.9648,0,0,55,0,17,1.8162,6,4,0,0,0,0.2411,1,1,1,0.0425,0.0,0,USR-0043,Uber,gambling,Unknown Location
703.41,6.5574,1.1335,2.3185,-3.3597,0,0,42,0,10,1.7622,0,3,0,1,0,0.017,0,0,1,0.0193,1.1335,0,USR-0126,Shell Gas,utilities,"Seattle, US"
544.92,6.3025,0.7373,-0.9145,1.9469,0,0,105,7,15,0.7477,10,0,0,0,1,0.3275,0,0,0,0.2415,0.0,0,USR-0050,McDonald's,retail,"San Francisco, US"
557.23,6.3248,0.7681,-0.9819,1.6607,0,0,78,2,5,2.6233,8,3,0,0,0,0.6034,0,1,1,0.4635,0.0,0,USR-0029,Wire Transfer Co,electronics,"San Francisco, US"
1184.11,7.0776,2.3353,0.8405,-0.7544,1,0,163,8,6,1.6092,5,0,0,1,0,0.5413,0,0,1,1.2641,2.3353,0,USR-0185,Target,utilities,"New York, US"
883.78,6.7853,1.5844,2.3446,0.3424,0,0,107,14,7,2.5218,1,5,1,1,0,0.7067,1,1,0,1.1197,1.5844,0,USR-0039,Unknown Vendor,crypto,offshore
294.29,5.688,0.1107,2.9041,0.0723,0,0,37,11,12,1.1535,9,0,0,0,1,0.4225,0,0,0,0.0468,0.0,0,USR-0184,Starbucks,food,"Austin, US"
1114.02,7.0166,2.16,1.0517,0.8048,1,0,105,1,12,1.7819,4,2,0,1,0,0.4405,0,0,0,0.9515,2.16,0,USR-0171,McDonald's,healthcare,"Austin, US"
2006.67,7.6047,4.3917,3.5286,-1.457,1,0,98,8,7,0.7095,3,0,0,1,0,0.5029,1,1,0,2.2086,4.3917,0,USR-0178,Amazon,travel,offshore
774.28,6.6532,1.3107,-0.0745,-0.4437,0,0,159,3,8,0.7159,2,3,0,1,0,0.5499,0,1,1,0.7208,1.3107,0,USR-0151,McDonald's,crypto,"New York, US"
258.17,5.5575,0.0204,0.2769,3.4357,0,0,24,9,9,0.6826,3,3,0,1,0,0.7684,0,0,1,0.0157,0.0204,1,USR-0172,PawnShop Plus,clothing,"New York, US"
717.78,6.5776,1.1694,1.2041,-0.634,0,0,100,3,10,1.3539,0,1,0,1,0,0.4625,1,0,0,0.5408,1.1694,0,USR-0038,Uber,food,anonymous
715.7,6.5747,1.1642,2.9753,3.4472,0,0,203,15,7,2.3761,12,1,0,0,1,0.01,1,0,0,0.0116,0.0,0,USR-0084,Uber,retail,Unknown Location
197.5,5.2908,-0.1312,-2.5205,-1.1542,0,0,82,10,9,1.3935,9,2,0,0,1,0.3093,0,0,0,-0.0406,-0.0,0,USR-0151,Walmart,food,"Chicago, US"
283.89,5.6521,0.0847,2.2506,-3.8908,0,0,134,15,25,1.0553,18,0,0,0,0,0.01,0,1,1,0.0008,0.0,0,USR-0128,Amazon,travel,"New York, US"
407.92,6.0135,0.3948,1.5075,0.9432,0,0,87,1,10,1.6021,14,5,1,0,0,0.4521,0,1,1,0.1785,0.0,0,USR-0126,Amazon,gambling,"San Francisco, US"
431.56,6.0697,0.4539,0.2329,-0.9148,0,0,269,15,9,0.9,11,1,0,0,1,0.4058,0,1,1,0.1842,0.0,0,USR-0045,Uber,crypto,"Austin, US"
1286.84,7.1607,2.5921,0.075,4.2275,1,0,149,15,8,2.1801,1,0,0,1,0,0.01,1,0,0,0.0259,2.5921,0,USR-0052,Uber,clothing,offshore
564.58,6.3379,0.7865,-0.0245,1.4349,0,0,85,10,20,1.8867,4,6,1,1,0,0.5235,0,1,1,0.4117,0.7865,0,USR-0080,Netflix,electronics,"San Francisco, US"
243.17,5.4979,-0.0171,3.0413,-2.5228,0,0,41,0,18,1.3332,0,3,0,1,0,0.2157,0,0,1,-0.0037,-0.0171,0,USR-0178,Shell Gas,clothing,"Seattle, US"
955.4,6.8632,1.7635,1.112,1.7355,0,0,295,7,7,1.3881,2,1,0,1,0,0.1778,1,0,0,0.3136,1.7635,0,USR-0124,Netflix,utilities,anonymous
269.43,5.6,0.0486,-0.4007,-1.1042,0,0,141,12,5,1.0266,16,4,0,0,1,0.01,1,0,0,0.0005,0.0,0,USR-0119,Netflix,retail,anonymous
855.61,6.753,1.514,-0.2206,1.187,0,0,148,11,5,0.8788,10,0,0,0,1,0.01,1,0,1,0.0151,0.0,0,USR-0008,Amazon,utilities,Unknown Location
754.89,6.6279,1.2622,0.8412,-1.6613,0,0,137,5,13,0.8852,2,5,1,1,0,0.8805,0,1,1,1.1114,1.2622,0,USR-0085,CryptoBridge,crypto,"New York, US"
105.08,4.6642,-0.3623,0.3625,-0.499,0,0,35,15,25,1.4127,9,3,0,0,1,0.01,0,1,1,-0.0036,-0.0,0,USR-0129,Starbucks,crypto,"Chicago, US"
1183.76,7.0773,2.3344,1.2329,2.7999,1,0,128,5,7,0.6742,7,2,0,0,0,0.3871,1,0,0,0.9036,0.0,0,USR-0008,Netflix,healthcare,Unknown Location
821.52,6.7124,1.4288,-2.5315,1.2857,0,0,34,13,11,1.9146,5,0,0,1,0,0.01,0,0,0,0.0143,1.4288,0,USR-0157,Walmart,retail,"Austin, US"
749.83,6.6212,1.2496,4.3399,1.1119,0,0,113,12,4,0.969,10,1,0,0,1,0.6612,1,0,0,0.8262,0.0,0,USR-0096,PawnShop Plus,utilities,anonymous
179.39,5.1951,-0.1765,4.5799,-1.1691,0,0,55,1,14,1.3104,12,3,0,0,1,0.01,0,0,0,-0.0018,-0.0,0,USR-0102,Netflix,healthcare,"Seattle, US"
584.81,6.373,0.837,1.1532,-1.0496,0,0,183,5,6,0.8285,7,0,0,0,0,0.1564,0,1,0,0.1309,0.0,0,USR-0005,McDonald's,travel,"San Francisco, US"
3064.01,8.0278,7.035,-0.0497,4.1864,1,0,118,4,8,1.7403,2,6,1,1,0,0.3405,0,1,0,2.3954,7.035,1,USR-0086,Starbucks,crypto,"New York, US"
234.38,5.4612,-0.0391,-3.9086,0.8802,0,0,99,7,22,1.5924,10,0,0,0,1,0.8881,1,0,0,-0.0347,-0.0,1,USR-0175,PawnShop Plus,clothing,offshore
472.77,6.1607,0.5569,5.2948,0.93,0,0,120,15,9,0.765,23,0,0,1,0,0.4456,1,0,0,0.2482,0.5569,0,USR-0034,Target,clothing,anonymous
978.75,6.8873,1.8219,4.5858,1.3466,0,0,138,6,16,1.3898,4,5,1,1,0,0.5832,0,0,0,1.0625,1.8219,0,USR-0193,Unknown Vendor,healthcare,"Austin, US"
842.68,6.7378,1.4817,1.5408,-2.77,0,0,48,0,4,1.3103,3,2,0,1,0,0.2223,0,0,1,0.3294,1.4817,0,USR-0055,Netflix,retail,"New York, US"
332.45,5.8095,0.2061,0.3037,-0.9061,0,0,73,12,12,0.6837,1,4,0,1,0,0.776,1,0,0,0.1599,0.2061,0,USR-0119,Casino Royal,clothing,anonymous
1400.26,7.2451,2.8756,2.0185,-0.3898,1,0,97,6,10,1.0457,18,0,0,0,0,0.3175,0,1,1,0.913,0.0,0,USR-0171,Starbucks,electronics,"New York, US"
134.7,4.9104,-0.2882,0.045,0.5741,0,0,69,1,6,1.4264,2,0,0,1,0,0.4835,0,0,0,-0.1393,-0.2882,0,USR-0158,Starbucks,retail,"Austin, US"
1272.61,7.1496,2.5565,3.6418,-1.2162,1,0,145,5,6,1.9716,17,2,0,0,1,0.3316,1,1,0,0.8477,0.0,0,USR-0114,Starbucks,crypto,offshore
986.51,6.8952,1.8413,2.4594,-0.7232,0,0,34,11,7,1.995,8,1,0,0,0,0.3209,1,0,0,0.5909,0.0,0,USR-0145,Target,healthcare,Unknown Location
636.37,6.4574,0.9659,1.4052,-0.5227,0,0,229,15,18,1.7416,9,1,0,0,1,0.1124,0,1,1,0.1086,0.0,0,USR-0026,Shell Gas,travel,"Chicago, US"
1317.1,7.1839,2.6678,0.9633,-4.4939,1,0,109,10,12,0.5098,2,2,0,1,0,0.1453,0,0,1,0.3876,2.6678,0,USR-0136,Walmart,healthcare,"Chicago, US"
945.97,6.8533,1.7399,2.2287,0.7973,0,0,58,14,21,1.4823,12,0,0,0,1,0.4055,1,1,0,0.7055,0.0,0,USR-0047,McDonald's,gambling,anonymous
240.75,5.4879,-0.0231,4.168,-4.6051,0,0,132,5,16,2.6292,2,2,0,1,0,0.01,0,0,0,-0.0002,-0.0231,0,USR-0113,Amazon,clothing,"San Francisco, US"
853.21,6.7502,1.508,-0.1445,2.3002,0,0,91,11,6,1.5127,10,2,0,0,1,0.01,1,0,0,0.0151,0.0,0,USR-0076,Netflix,clothing,offshore
1243.53,7.1265,2.4838,2.078,3.5369,1,0,39,7,5,1.2938,4,2,0,1,0,0.663,1,1,0,1.6468,2.4838,0,USR-0072,Wire Transfer Co,gambling,anonymous
1513.6,7.3229,3.159,1.901,-2.056,1,0,26,1,16,1.9912,0,4,0,1,0,0.199,0,0,1,0.6286,3.159,0,USR-0089,McDonald's,utilities,"Chicago, US"
785.66,6.6678,1.3391,2.1438,-0.8139,0,0,87,15,18,0.52,2,1,0,1,0,0.6833,1,0,0,0.915,1.3391,0,USR-0046,CryptoBridge,retail,anonymous
994.02,6.9028,1.86,1.3143,-1.8543,0,0,61,11,8,0.9027,1,0,0,1,0,0.4562,1,1,0,0.8485,1.86,0,USR-0196,Starbucks,travel,Unknown Location
888.7,6.7909,1.5968,-2.3068,2.1994,0,0,120,15,12,1.4233,4,2,0,1,0,0.01,1,0,1,0.016,1.5968,0,USR-0033,Shell Gas,clothing,offshore
498.16,6.2129,0.6204,4.8473,-5.4644,0,0,37,12,10,1.9539,4,1,0,1,0,0.01,1,0,0,0.0062,0.6204,0,USR-0001,Amazon,food,Unknown Location
1850.56,7.5238,4.0014,5.8202,-2.1292,1,0,71,15,3,0.8812,6,6,1,0,0,0.322,1,0,0,1.2885,0.0,0,USR-0147,Netflix,clothing,offshore
1224.07,7.1108,2.4352,-1.511,3.3853,1,0,89,10,5,0.6528,5,0,0,1,0,0.0191,0,1,0,0.0465,2.4352,1,USR-0031,McDonald's,crypto,"Chicago, US"
232.17,5.4518,-0.0446,1.0703,1.5302,0,0,78,3,3,0.8856,10,3,0,0,1,0.0967,0,0,0,-0.0043,-0.0,0,USR-0142,Uber,retail,"Seattle, US"
1107.84,7.0111,2.1446,4.979,1.2871,1,0,140,15,16,3.1273,5,3,0,1,0,0.99,1,1,0,2.1232,2.1446,0,USR-0053,Wire Transfer Co,electronics,offshore
1490.69,7.3077,3.1017,4.7397,5.414,1,0,194,4,9,1.7038,6,3,0,0,0,0.3295,1,0,0,1.022,0.0,0,USR-0048,Starbucks,retail,anonymous
522.3,6.2602,0.6807,3.3576,-6.2954,0,0,70,6,3,2.5243,1,3,0,1,0,0.2243,0,0,0,0.1527,0.6807,0,USR-0069,Uber,healthcare,"Seattle, US"
786.05,6.6683,1.3401,-0.2861,-3.4877,0,0,142,6,3,0.7982,16,3,0,0,1,0.2736,0,1,1,0.3667,0.0,0,USR-0105,Walmart,travel,"San Francisco, US"
1942.28,7.5721,4.2307,-3.5165,-0.3972,1,0,121,4,7,0.9068,19,0,0,0,0,0.5779,1,0,0,2.4449,0.0,1,USR-0090,Casino Royal,utilities,Unknown Location
1070.42,6.9767,2.051,0.5555,-0.3412,1,0,130,12,18,0.6241,1,2,0,1,0,0.6592,1,0,0,1.352,2.051,0,USR-0190,CryptoBridge,healthcare,Unknown Location
657.09,6.4893,1.0177,0.0874,0.5763,0,0,24,7,15,1.14,18,3,0,0,0,0.0133,0,0,1,0.0135,0.0,0,USR-0194,Walmart,clothing,"Austin, US"
594.12,6.3888,0.8603,-1.9923,2.5427,0,0,138,15,6,0.6861,14,3,0,0,1,0.01,0,1,1,0.0086,0.0,1,USR-0192,McDonald's,crypto,"New York, US"
306.53,5.7286,0.1413,3.4595,-1.0526,0,0,50,15,9,0.8678,13,0,0,0,1,0.6593,0,0,0,0.0932,0.0,0,USR-0198,Casino Royal,food,"Chicago, US"
1616.46,7.3886,3.4162,6.4147,4.602,1,0,105,12,6,1.2383,4,1,0,1,0,0.6774,1,1,0,2.3141,3.4162,0,USR-0063,Casino Royal,travel,anonymous
840.14,6.7348,1.4754,0.7249,-2.3717,0,0,38,1,3,2.4216,7,0,0,0,0,0.352,0,0,0,0.5193,0.0,0,USR-0073,Netflix,utilities,"New York, US"
564.43,6.3376,0.7861,-3.863,-0.3504,0,0,197,1,6,1.2373,5,1,0,1,0,0.8901,1,1,1,0.6997,0.7861,1,USR-0161,Wire Transfer Co,travel,offshore
1951.02,7.5766,4.2526,1.6632,-4.7462,1,0,143,15,9,0.7097,13,6,1,0,0,0.01,0,0,1,0.0425,0.0,0,USR-0169,Amazon,retail,"Chicago, US"
1154.14,7.052,2.2604,1.5837,0.9229,1,0,104,3,3,0.8946,6,0,0,0,0,0.3232,1,0,0,0.7306,0.0,1,USR-0089,Uber,clothing,anonymous
659.52,6.493,1.0238,0.1845,-1.4988,0,0,228,15,6,0.7442,8,3,0,0,0,0.4611,0,1,1,0.4721,0.0,0,USR-0176,Target,gambling,"Chicago, US"
203.49,5.3205,-0.1163,-0.1213,-2.2458,0,0,135,12,12,1.1579,2,3,0,1,0,0.3716,0,0,1,-0.0432,-0.1163,0,USR-0013,Netflix,clothing,"New York, US"
594.57,6.3895,0.8614,-1.7338,2.9698,0,0,116,15,4,1.4945,2,1,0,1,0,0.01,1,0,1,0.0086,0.8614,0,USR-0073,Target,clothing,anonymous
697.03,6.5483,1.1176,2.8535,-1.4274,0,0,77,11,13,0.6332,21,4,0,0,0,0.5019,1,1,0,0.5609,0.0,0,USR-0077,McDonald's,travel,anonymous
135.6,4.9171,-0.286,-1.9549,2.8702,0,0,142,14,15,0.7324,10,0,0,0,1,0.01,1,0,1,-0.0029,-0.0,0,USR-0159,Uber,clothing,offshore
477.04,6.1697,0.5676,-3.016,2.5035,0,0,134,15,4,0.732,1,2,0,1,0,0.01,0,0,1,0.0057,0.5676,0,USR-0068,Amazon,clothing,"Chicago, US"
955.85,6.8636,1.7646,-0.2722,-0.0402,0,0,26,5,6,1.1967,5,3,0,1,0,0.1455,1,0,0,0.2567,1.7646,0,USR-0098,Uber,food,Unknown Location
903.08,6.8069,1.6327,3.6048,-3.7581,0,0,93,7,3,2.1759,3,4,0,1,0,0.1535,1,0,0,0.2506,1.6327,0,USR-0125,Netflix,utilities,Unknown Location
437.25,6.0828,0.4681,0.9712,-1.6032,0,0,46,8,12,2.461,0,1,0,1,0,0.5761,0,0,0,0.2697,0.4681,0,USR-0102,CryptoBridge,clothing,"Seattle, US"
219.23,5.3947,-0.0769,1.0279,0.3438,0,0,65,8,3,1.0129,7,0,0,0,0,0.01,0,0,1,-0.0008,-0.0,0,USR-0132,McDonald's,utilities,"New York, US"
434.03,6.0754,0.4601,0.2747,-2.5438,0,0,54,14,14,1.3047,15,6,1,0,0,0.3638,1,0,0,0.1674,0.0,0,USR-0102,Amazon,clothing,Unknown Location
819.11,6.7094,1.4228,2.5665,-1.2602,0,0,44,15,24,1.5722,2,2,0,1,0,0.533,0,0,0,0.7584,1.4228,0,USR-0019,Starbucks,healthcare,"Austin, US"
1703.89,7.4413,3.6347,2.0597,3.7127,1,0,47,0,3,0.6167,4,3,0,1,0,0.4318,1,0,0,1.5695,3.6347,0,USR-0198,McDonald's,clothing,offshore
1671.19,7.4219,3.553,0.7725,3.0506,1,0,122,15,3,0.5796,9,1,0,0,1,0.6726,0,1,1,2.3897,0.0,0,USR-0082,PawnShop Plus,crypto,"San Francisco, US"
652.86,6.4829,1.0072,-2.2933,-0.819,0,0,72,5,23,1.825,7,0,0,0,0,0.01,1,0,0,0.0101,0.0,0,USR-0141,Uber,food,offshore
1107.76,7.011,2.1444,3.8001,-0.1282,1,0,76,3,13,0.9564,7,4,0,0,0,0.0126,0,1,1,0.027,0.0,0,USR-0023,Amazon,travel,"Austin, US"
482.99,6.1821,0.5825,2.2381,-0.977,0,0,130,6,5,0.9101,18,4,0,0,0,0.2792,1,0,0,0.1626,0.0,0,USR-0083,McDonald's,healthcare,Unknown Location
786.58,6.669,1.3414,4.4749,-0.4139,0,0,39,15,8,1.2629,6,2,0,0,0,0.6026,0,0,0,0.8083,0.0,0,USR-0109,Casino Royal,retail,"San Francisco, US"
1690.3,7.4333,3.6008,3.8281,-0.5857,1,0,42,15,3,1.2099,4,0,0,1,0,0.5823,1,1,0,2.0967,3.6008,0,USR-0075,Wire Transfer Co,gambling,offshore
486.86,6.19,0.5922,1.5279,-0.8444,0,0,24,10,4,1.1085,4,0,0,1,0,0.5191,0,1,0,0.3074,0.5922,0,USR-0129,McDonald's,travel,"Seattle, US"
1166.39,7.0625,2.291,0.6067,0.2532,1,0,150,2,23,0.9487,4,3,0,1,0,0.29,0,1,1,0.6644,2.291,0,USR-0088,Netflix,travel,"San Francisco, US"
102.09,4.6356,-0.3698,-5.3907,-0.8655,0,0,64,10,12,2.4284,2,5,1,1,0,0.4293,0,0,0,-0.1588,-0.3698,1,USR-0054,McDonald's,food,"San Francisco, US"
2449.42,7.804,5.4986,-0.5828,4.6685,1,0,85,0,5,1.6108,17,0,0,0,1,0.01,0,1,0,0.055,0.0,1,USR-0199,Netflix,travel,"Austin, US"
1469.99,7.2937,3.05,0.438,0.9379,1,0,58,14,9,0.5772,20,1,0,0,0,0.2588,0,1,1,0.7893,0.0,0,USR-0089,Shell Gas,gambling,"New York, US"
1338.51,7.2001,2.7213,1.2865,0.929,1,0,198,1,11,1.4804,3,1,0,1,0,0.4257,1,0,0,1.1585,2.7213,0,USR-0143,Uber,healthcare,Unknown Location
988.84,6.8975,1.8471,1.9836,2.2593,0,0,161,3,6,0.6081,11,5,1,0,0,0.5169,1,1,1,0.9548,0.0,0,USR-0065,Starbucks,gambling,offshore
1595.77,7.3757,3.3644,5.0777,6.0256,1,0,243,11,13,2.9846,11,0,0,0,1,0.01,1,0,1,0.0336,0.0,0,USR-0076,McDonald's,healthcare,anonymous
1342.22,7.2028,2.7306,-1.6283,0.7991,1,0,195,15,15,1.7982,5,2,0,1,0,0.4298,0,1,1,1.1736,2.7306,0,USR-0199,Shell Gas,crypto,"New York, US"
1335.8,7.198,2.7145,-1.5265,-0.7119,1,0,100,5,16,0.857,2,1,0,1,0,0.99,0,0,1,2.6874,2.7145,1,USR-0143,Wire Transfer Co,healthcare,"Seattle, US"
236.82,5.4715,-0.033,1.8901,-2.659,0,0,143,0,7,0.7815,3,4,0,1,0,0.2851,1,1,1,-0.0094,-0.033,0,USR-0149,Amazon,travel,offshore
961.34,6.8694,1.7784,-4.8783,0.9694,0,0,121,15,10,0.5631,3,2,0,1,0,0.51,0,1,1,0.907,1.7784,0,USR-0147,McDonald's,electronics,"New York, US"
536.85,6.2876,0.7171,1.0568,-0.7133,0,0,107,3,8,1.1556,15,1,0,0,1,0.186,1,0,0,0.1334,0.0,0,USR-0060,Shell Gas,clothing,offshore
133.39,4.9007,-0.2915,-0.3145,0.4733,0,0,21,3,3,1.8764,8,2,0,0,0,0.361,0,0,0,-0.1052,-0.0,0,USR-0093,Netflix,retail,"Chicago, US"
1147.24,7.046,2.2431,3.2088,-2.671,1,0,43,1,10,1.8183,1,4,0,1,0,0.01,0,1,1,0.0224,2.2431,0,USR-0161,Walmart,crypto,"Seattle, US"
963.27,6.8714,1.7832,1.7913,-3.5114,0,0,267,15,13,0.5163,16,0,0,0,1,0.01,0,0,1,0.0178,0.0,0,USR-0049,Netflix,retail,"Chicago, US"
217.31,5.3859,-0.0817,-0.6437,-0.3994,0,0,80,7,3,2.4128,8,2,0,0,0,0.6185,0,0,1,-0.0505,-0.0,0,USR-0035,Unknown Vendor,clothing,"San Francisco, US"
424.54,6.0534,0.4364,-1.6513,3.4025,0,0,130,15,5,1.148,5,0,0,1,0,0.01,1,1,1,0.0044,0.4364,0,USR-0172,Walmart,electronics,anonymous
933.06,6.8395,1.7076,-2.8026,4.1595,0,0,71,15,4,2.4379,12,3,0,0,1,0.01,0,0,1,0.0171,0.0,0,USR-0102,Uber,retail,"Austin, US"
782.77,6.6641,1.3319,1.3599,1.0527,0,0,49,9,28,1.0253,2,3,0,1,0,0.3068,1,0,0,0.4086,1.3319,0,USR-0011,Uber,clothing,Unknown Location
93.79,4.5517,-0.3905,0.5039,4.3737,0,0,167,14,9,1.9668,6,1,0,0,0,0.1676,1,0,1,-0.0654,-0.0,0,USR-0099,Uber,retail,anonymous
454.24,6.1208,0.5106,1.773,3.9655,0,0,50,9,7,1.032,14,2,0,0,1,0.515,1,0,0,0.263,0.0,0,USR-0200,Amazon,utilities,anonymous
1986.43,7.5946,4.3411,2.4408,0.0206,1,0,206,10,17,0.7881,9,2,0,0,1,0.7548,1,0,0,3.2767,0.0,0,USR-0110,Casino Royal,retail,offshore
1720.47,7.4509,3.6762,-1.0146,-0.101,1,0,118,15,7,0.7071,9,5,1,0,0,0.3657,0,1,1,1.3444,0.0,0,USR-0074,Uber,crypto,"New York, US"
974.3,6.8827,1.8108,2.6435,-2.1482,0,0,116,9,16,1.0578,7,1,0,0,0,0.2517,1,0,0,0.4558,0.0,0,USR-0194,Target,healthcare,offshore
146.14,4.9914,-0.2597,2.2402,-1.9913,0,0,71,2,11,1.0283,3,2,0,1,0,0.2296,1,0,0,-0.0596,-0.2597,0,USR-0174,Shell Gas,clothing,Unknown Location
1472.66,7.2955,3.0567,2.1537,-4.6142,1,0,137,14,12,0.6517,6,1,0,0,0,0.01,0,0,1,0.0306,0.0,0,USR-0009,Walmart,food,"Chicago, US"
1145.57,7.0445,2.2389,6.3902,-4.423,1,0,127,15,7,0.5507,0,3,0,1,0,0.01,0,0,0,0.0224,2.2389,0,USR-0003,Target,food,"Austin, US"
285.18,5.6566,0.088,0.7013,6.0152,0,0,47,9,12,1.6167,8,4,0,0,0,0.8208,0,1,1,0.0722,0.0,0,USR-0085,CryptoBridge,travel,"Seattle, US"
322.81,5.7802,0.182,-0.3011,1.172,0,0,96,0,11,1.1986,3,3,0,1,0,0.2442,0,0,0,0.0444,0.182,0,USR-0026,Walmart,clothing,"Chicago, US"
737.13,6.6041,1.2178,-0.3091,-1.9093,0,0,50,11,17,0.7246,2,1,0,1,0,0.0348,0,0,1,0.0424,1.2178,0,USR-0072,McDonald's,utilities,"New York, US"
916.59,6.8218,1.6665,6.2216,3.6509,0,0,59,15,25,1.3435,7,0,0,0,0,0.7273,1,0,0,1.212,0.0,0,USR-0048,Unknown Vendor,retail,Unknown Location
1647.39,7.4076,3.4935,-0.1291,-0.1057,1,0,101,13,17,1.1216,9,0,0,0,1,0.2828,0,1,1,0.988,0.0,0,USR-0194,Target,electronics,"Seattle, US"
665.22,6.5016,1.0381,0.5853,-0.4055,0,0,72,13,6,1.9335,10,0,0,0,1,0.01,0,0,0,0.0104,0.0,0,USR-0198,Starbucks,food,"San Francisco, US"
848.02,6.7441,1.495,1.0829,-3.4429,0,0,31,10,17,1.1852,7,3,0,0,0,0.01,0,0,1,0.015,0.0,0,USR-0156,Walmart,clothing,"Seattle, US"
514.32,6.2448,0.6608,-0.1195,2.8029,0,0,108,8,8,0.5766,4,3,0,1,0,0.8896,0,0,1,0.5878,0.6608,1,USR-0117,Casino Royal,clothing,"San Francisco, US"
417.23,6.036,0.4181,-2.4509,0.5101,0,0,41,10,16,0.5148,13,0,0,0,1,0.655,1,0,0,0.2739,0.0,1,USR-0154,CryptoBridge,utilities,anonymous
681.19,6.5253,1.078,1.1194,-1.5481,0,0,63,15,13,0.6828,4,3,0,1,0,0.01,0,0,1,0.0108,1.078,0,USR-0153,Starbucks,utilities,"San Francisco, US"
1661.19,7.4159,3.528,5.1786,0.9136,1,0,124,15,3,0.6018,15,2,0,0,1,0.6932,1,1,0,2.4456,0.0,0,USR-0012,PawnShop Plus,crypto,Unknown Location
770.29,6.6481,1.3007,1.7265,1.2995,0,0,155,4,23,0.5528,6,2,0,0,0,0.01,1,0,1,0.013,0.0,0,USR-0133,Uber,healthcare,Unknown Location
1506.92,7.3185,3.1423,2.1187,1.2505,1,0,125,2,16,1.5417,3,1,0,1,0,0.2877,1,0,0,0.904,3.1423,0,USR-0048,McDonald's,healthcare,offshore
1254.08,7.135,2.5102,1.5432,-3.0394,1,0,30,0,11,1.0754,7,4,0,0,0,0.0401,0,1,1,0.1007,0.0,0,USR-0037,McDonald's,electronics,"Chicago, US"
322.77,5.78,0.1819,2.5832,-1.2456,0,0,49,15,3,1.3945,16,1,0,0,1,0.6552,1,0,0,0.1192,0.0,0,USR-0044,PawnShop Plus,retail,offshore
415.39,6.0316,0.4135,1.047,-2.1463,0,0,140,6,13,0.7296,17,6,1,0,0,0.1465,1,1,1,0.0606,0.0,0,USR-0015,Uber,travel,anonymous
743.31,6.6125,1.2333,1.4219,-1.7835,0,0,51,2,10,0.5537,22,6,1,0,0,0.01,0,0,0,0.0123,0.0,0,USR-0043,McDonald's,healthcare,"Seattle, US"
771.83,6.6501,1.3046,0.4825,-2.9806,0,0,52,7,7,2.0757,0,0,0,1,0,0.1605,0,0,1,0.2094,1.3046,0,USR-0176,Uber,food,"Austin, US"
372.1,5.9218,0.3053,0.8353,-0.2334,0,0,169,15,8,1.9868,2,6,1,1,0,0.1856,0,0,1,0.0567,0.3053,0,USR-0087,Starbucks,healthcare,"Seattle, US"
466.76,6.148,0.5419,0.8606,0.6586,0,0,208,5,15,1.7393,7,3,0,0,0,0.01,1,0,0,0.0054,0.0,0,USR-0070,Shell Gas,retail,Unknown Location
835.86,6.7297,1.4646,3.6128,-0.337,0,0,102,10,13,0.9825,10,0,0,0,1,0.331,1,0,0,0.4848,0.0,0,USR-0046,Shell Gas,healthcare,Unknown Location
929.97,6.8362,1.6999,0.3286,3.1299,0,0,79,0,9,1.079,13,1,0,0,1,0.0348,0,1,0,0.0592,0.0,1,USR-0108,Target,gambling,"New York, US"
2254.59,7.7212,5.0115,2.5406,5.4458,1,0,245,12,17,1.1552,10,1,0,0,1,0.3871,1,1,1,1.94,0.0,0,USR-0123,Netflix,electronics,Unknown Location
826.76,6.7187,1.4419,0.5988,-0.8386,0,0,63,13,13,1.6448,2,0,0,1,0,0.99,0,0,1,1.4275,1.4419,1,USR-0171,Casino Royal,food,"San Francisco, US"
1011.31,6.92,1.9033,1.3511,2.0549,1,0,47,8,18,0.6231,4,0,0,1,0,0.64,0,0,0,1.2181,1.9033,0,USR-0021,Casino Royal,clothing,"Chicago, US"
990.46,6.8992,1.8512,1.3022,-0.2621,0,0,162,6,25,1.3667,0,3,0,1,0,0.2693,1,0,0,0.4985,1.8512,0,USR-0151,Uber,clothing,offshore
2435.56,7.7983,5.4639,-0.8856,1.7111,1,0,126,15,12,1.2843,7,2,0,0,0,0.2074,0,1,1,1.1332,0.0,0,USR-0107,Amazon,crypto,"New York, US"
481.64,6.1793,0.5791,1.0247,-0.3708,0,0,193,6,3,2.0095,0,5,1,1,0,0.4296,0,1,1,0.2488,0.5791,0,USR-0080,Target,electronics,"San Francisco, US"
819.53,6.71,1.4238,2.6744,0.1419,0,0,156,15,22,0.8328,3,0,0,1,0,0.7237,1,0,0,1.0304,1.4238,0,USR-0047,PawnShop Plus,utilities,offshore
1798.22,7.4951,3.8706,1.6714,-2.4587,1,0,95,11,4,1.109,3,2,0,1,0,0.4594,0,1,1,1.7782,3.8706,0,USR-0117,Walmart,crypto,"Austin, US"
